Id,text,label
12620,"What redeems the film is the cast , particularly the Ya-Yas themselves .",4
12621,"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",4
12622,"It 's up to ( Watts ) to lend credibility to this strange scenario , and her presence succeeds in making us believe .",4
12623,"The film is darkly atmospheric , with Herrmann quietly suggesting the sadness and obsession beneath Hearst 's forced avuncular chortles .",3
12624,"Shyamalan takes a potentially trite and overused concept ( aliens come to Earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .",4
12625,"... the story , like Ravel 's Bolero , builds to a crescendo that encompasses many more paths than we started with .",4
12626,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",2
12627,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions .",4
12628,Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,4
12629,"The film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .",4
12630,"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",4
12631,The observations of this social\/economic\/urban environment are canny and spiced with irony .,4
12632,Renner carries much of the film with a creepy and dead-on performance .,5
12633,Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .,3
12634,"The spaniel-eyed Jean Reno infuses Hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart .",4
12635,Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil .,4
12636,A mildly enjoyable if toothless adaptation of a much better book .,3
12637,"Unexpected , and often contradictory , truths emerge .",4
12638,"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",5
12639,"Intelligent , caustic take on a great writer and dubious human being .",4
12640,"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",4
12641,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) .,4
12642,The film is one of the year 's best .,5
12643,Eerily accurate depiction of depression .,2
12644,... a delicious crime drama on par with the slickest of Mamet .,5
12645,"Charming and witty , it 's also somewhat clumsy .",4
12646,"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",5
12647,"Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",4
12648,"This big screen caper has a good bark , far from being a bow-wow .",3
12649,( Allen ) manages to breathe life into this somewhat tired premise .,4
12650,I have two words to say about Reign of Fire .,3
12651,Great dragons !,4
12652,"By surrounding us with hyper-artificiality , Haynes makes us see familiar issues , like racism and homophobia , in a fresh way .",4
12653,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",4
12654,Superb production values & Christian Bale 's charisma make up for a derivative plot .,4
12655,The film has the courage of its convictions and excellent performances on its side .,5
12656,"I know I should n't have laughed , but hey , those farts got to my inner nine-year-old .",4
12657,"A movie that will thrill you , touch you and make you laugh as well .",4
12658,"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",4
12659,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",3
12660,"The case is a convincing one , and should give anyone with a conscience reason to pause .",5
12661,The actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,4
12662,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,3
12663,Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,5
12664,"There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .",5
12665,"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes .",4
12666,"It is a likable story , told with competence .",4
12667,"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",5
12668,Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .,4
12669,A small movie with a big impact .,5
12670,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",4
12671,"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .",4
12672,"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",1
12673,a delightful romantic comedy with plenty of bite .,4
12674,"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .",4
12675,"Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",4
